Jul  3 2018_______________Enregistrement de l'artiste ID : 6
Jul  3 2018_______________Enregistrement de l'oeuvre ID : 10
Jul  3 2018_______________Modification de l'artiste ID : 6
Jul  3 2018_______________Modification de l'oeuvre ID : 10
Jul  3 2018_______________Modification de l'oeuvre ID : 10
Jul  3 2018_______________Enregistrement de l'artiste ID : 7
Jul  3 2018_______________Enregistrement de l'oeuvre ID : 11
Jul  3 2018_______________Modification de l'artiste ID : 7
Jul  3 2018_______________Enregistrement de l'artiste ID : 8
Jul  3 2018_______________Enregistrement de l'oeuvre ID : 12
Jul  3 2018_______________Modification de l'artiste ID : 8
Jul  3 2018_______________Modification de l'artiste ID : 7
Jul  3 2018_______________Enregistrement de l'evenement ID : 3
Jul  3 2018_______________Modification de l'evenement ID : 3
Jul  5 2018_______________Enregistrement de l'oeuvre ID : 13
Jul  5 2018_______________Enregistrement de l'artiste ID : 9
Jul  5 2018_______________Enregistrement de l'oeuvre ID : 14
Jul  5 2018_______________Modification de l'oeuvre ID : 14
Jul  5 2018_______________Modification de l'oeuvre ID : 14
Jul  5 2018_______________Modification de l'oeuvre ID : 14
Jul  5 2018_______________Modification de l'oeuvre ID : 14
Jul  5 2018_______________Modification de l'oeuvre ID : 14
Jul  5 2018_______________Modification de l'oeuvre ID : 14
Jul  5 2018_______________Modification de l'oeuvre ID : 14
Jul  5 2018_______________Supression de l'oeuvre ID : 14
Jul  5 2018_______________Supression de l'oeuvre ID : 13
Jul  5 2018_______________Supression de l'oeuvre ID : 12
Jul  5 2018_______________Modification de l'artiste ID : 7
Jul  5 2018_______________Modification de l'artiste ID : 7
Jul  5 2018_______________Modification de l'artiste ID : 7
Jul  5 2018_______________Modification de l'artiste ID : 7
Jul  5 2018_______________Modification de l'artiste ID : 7
Jul  5 2018_______________Modification de l'artiste ID : 7
Jul  5 2018_______________Modification de l'artiste ID : 7
Jul  5 2018_______________Modification de l'artiste ID : 7
Jul  5 2018_______________Enregistrement de l'evenement ID : 4
Jul  5 2018_______________Modification de l'evenement ID : 3
Jul  5 2018_______________Modification de l'evenement ID : 3
Jul  5 2018_______________Modification de l'evenement ID : 3
Jul  5 2018_______________Enregistrement de l'oeuvre ID : 15
Jul  5 2018_______________Enregistrement de l'artiste ID : 2
Jul  5 2018_______________Enregistrement de l'oeuvre ID : 2
Jul  5 2018_______________Enregistrement de l'artiste ID : 3
Jul  5 2018_______________Enregistrement de l'oeuvre ID : 3
Jul  5 2018_______________Enregistrement de l'oeuvre ID : 4
Jul  5 2018_______________Enregistrement de l'artiste ID : 4
Jul  5 2018_______________Enregistrement de l'oeuvre ID : 5
Jul  5 2018_______________Modification de l'artiste ID : 4
Jul  5 2018_______________Modification de l'artiste ID : 3
Jul  5 2018_______________Enregistrement de l'artiste ID : 5
Jul  5 2018_______________Enregistrement de l'oeuvre ID : 6
Jul  5 2018_______________Modification de l'oeuvre ID : 6
Jul  5 2018_______________Modification de l'oeuvre ID : 6
Jul  5 2018_______________Enregistrement de l'evenement ID : 2
Jul  5 2018_______________Enregistrement de l'oeuvre ID : 7
